Topic,Question,Answer,Distractor1,Distractor2,Distractor3
Geology,What is the name of the layer of the earth below the crust?,Mantle,Core,Asthenosphere,Lithosphere
Chemistry,What is the term for the total amount of energy in a system?,Enthalpy,Entropy,Gibbs free energy,Potential energy
Geology,What type of rock is formed from the cooling and solidification of magma?,Igneous rock,Sedimentary rock,Metamorphic rock,Volcanic rock
Biology,Which type of muscle is not under conscious control?,involuntary,voluntary,cardiac,skeletal
Biology,Which organ system is responsible for removing waste from the body?,Urinary System,Digestive System,Respiratory System,Circulatory System
Physics,What is the process by which a solid changes directly to a gas without going through the liquid phase?,Sublimation,Deposition,Melting,Freezing
Chemistry,What is the symbol for Sodium?,Na,So,Nt,Nr
Biology,Which type of cell division results in the production of gametes with half the number of chromosomes as the parent cell?,Meiosis,Miosis,Mitosis,Cytokinesis
Earth Science,What type of rock is formed from layers of sediment?,Sedimentary,Igneous,Metamorphic,all of the above
Biology,What is the name for the specialized cells that make up nervous tissue?,Neurons,Epithelial cells,Muscle cells,Blood cells
Chemistry,What is the name of the process by which substances pass through a membrane from high concentration to low concentration?,Diffusion,Osmosis,Active transport,Passive transport
Physics,What is the name of the force that opposes motion between two surfaces that are in contact?,Friction,Gravity,Inertia,Tension
Geology,What is the Earth's outermost layer called?,Crust,Mantle,Core,Plate
Biology,Which type of cells carry oxygen in the blood?,Red blood cells,White blood cells,Platelets,Neurons
Biology,Which organelle is responsible for breaking down and recycling cellular waste?,Lysosome,Ribosome,Mitochondria,Nucleus
Chemistry,What happens during a combustion reaction?,A hydrocarbon and oxygen react to form water and carbon dioxide,Atoms become larger,Molecules become smaller,Molecules become larger
Geology,Which is the hardest mineral on the Mohs hardness scale?,Diamond,Quartz,Topaz,Corundum
Biology,What is the name for the soft tissue found inside bones that produces red and white blood cells?,Bone marrow,Cartilage,Ligament,Tendon
Chemistry,What is the primary gas released during photosynthesis?,Oxygen,Carbon dioxide,Methane,Water vapor
Anatomy,What is the name for the bones that make up the spine?,Vertebrae,Sternum,Pelvis,Femur
Geology,What is the process of transforming one type of rock into another type of rock called?,Metamorphism,Lithification,Erosion,Deposition
Earth Science,What is the process by which rocks are formed from magma or lava?,Igneous,Sedimentary,Metamorphic,Volcanic
Biology,What is the substance that makes up the cell walls of plants?,Cellulose,Collagen,Chitin,Keratin
Biology,What is the name of the molecule that carries oxygen in red blood cells?,Hemoglobin,Myoglobin,Chlorophyll,ATP
Biology,What is the term for the disease-causing agent?,Pathogen,Antibody,Antigen,Virus
Geology,What is the name of the process by which rock is moved from one place to another by natural agents such as water| wind| or ice?,Erosion,Deposition,Compaction,Metamorphism
Chemistry,What is the formula for potassium hydroxide?,KOH,H2SO4,HCl,CH3COOH
Geology,What is a glacier?,A large mass of ice that moves slowly over land,A large mass of rock that moves slowly over land,A large mass of water that moves slowly over land,A large mass of air that moves slowly over land
Biology,What is the process called when one species give rise to multiple species over time?,Speciation,Adaptation,Migration,Mutation
Biology,Which type of blood vessel carries blood away from the heart?,Artery,Vein,Capillary,lymphatics
Biology,What is the term for the broadest and most inclusive category of classification?,Kingdom,Phylum,Class,Domain
Physics,What is the term for the force that attracts all objects toward each other and is directly proportional to the product of their masses and inversely proportional to the square of the distance between them?,Gravity,Magnetic Force,Electrostatic Force,Nuclear Force
Biology,What part of the cell is responsible for producing energy?,Mitochondria,Ribosome,Nucleus,Golgi apparatus
Biology,What is the function of ribosomes in a cell?,Protein synthesis,Energy production,Cell division,Waste elimination
Astronomy,What is the name of the nearest star to Earth besides the Sun?,Proxima Centauri,Alpha Centauri A,Alpha Centauri B,Sirius
Chemistry,What is the name of the bond that holds two hydrogen atoms together in a molecule of hydrogen gas?,Covalent bond,Ionic bond,Hydrogen bond,Van der Waals forces
Biology,What is the process by which DNA is copied?,Replication,Transcription,Translation,Mutation
Chemistry,What is the most abundant element in the Earth's atmosphere?,Nitrogen,Oxygen,Carbon dioxide,Argon
Chemistry,What is the process by which a gas turns directly into a solid?,Deposition,Sublimation,Condensation,Evaporation
Chemistry,What element has the symbol Cu?,Copper,Silver,Gold,Iron
Chemistry,Which of the following is a measure of the amount of heat required to convert a solid into a liquid?,Heat of fusion,Heat of vaporization,Specific heat capacity,Enthalpy
Physics,What is the definition of temperature?,The measure of the average kinetic energy of atoms or molecules in a substance,The measure of the amount of heat in a substance,The measure of the amount of energy in a substance,The measure of the rate of change in a substance
Physics,What is the formula for period of a wave?,T = 1 / f,T = f / 2,T = λ / f,T = λ * f
Physics,What is the force that opposes the motion of two surfaces in contact?,Friction,Gravity,Tension,Buoyancy
Earth Science,What is the name for the process by which rocks and sediment are moved downstream by a river?,Fluvial erosion,Glacial erosion,Aeolian erosion,Marine erosion
Earth Science,What is the innermost layer of the Earth?,Inner Core,Outer Core,Mantle,Crust
Biology,What is the name of the process by which food is broken down and absorbed?,Digestion,Respiration,Diffusion,Hematopoiesis
Chemistry,What is the process called where a liquid turns into a gas?,Evaporation,Condensation,Boiling,Sublimation
Biology,What is the name of the process used by bacteria to exchange genetic information?,Conjugation,Transformation,Transduction,Replication
Biology,What type of cell is a red blood cell?,Erythrocyte,Leukocyte,Thrombocyte,Anemia
Geology,What type of rock is formed by the alteration of preexisting rocks under high temperature and pressure?,Metamorphic,Igneous,Sedimentary,Granite
Chemistry,What process involves the change of a solid directly into a gas?,Sublimation,Condensation,Evaporation,Melting
Geology,What is the process by which rock is moved from one place to another?,Erosion,Weathering,Metamorphism,Deposition
Biology,What type of bird is the fastest creature on foot?,Ostrich,Chicken,Penguin,Emu
Earth Science,What is the name of the layer of the Earth that is immediately beneath the crust?,Mantle,Core,Outer core,Troposphere
Biology,What is the term for the variety of life on Earth?,Biodiversity,Ecosystem,Biome,Habitat
Astronomy,What is the name of the largest moon in the solar system| which orbits Jupiter?,Ganymede,Titan,Callisto,Europa
Biology,Which system is responsible for removing waste from the body?,Excretory System,Circulatory System,Respiratory System,Endocrine System
Biology,What is the process by which plants convert sunlight to energy called?,Photosynthesis,Cellular respiration,Fermentation,Digestion
Astronomy,What is the name of the massive star that exploded in a supernova in 1987?,SN 1987A,Betelgeuse,Rigel,Vega
Physics,What is Newton's first law?,"An object at rest tends to stay at rest and an object in motion tends to stay in motion with the same speed and direction, unless acted upon by a net external force",Force equals mass times acceleration,"For every action, there is an equal and opposite reaction",The force of gravity between two objects is proportional to the product of their masses
Physics,What is the SI unit of power?,Watt,Joule,Newton,Pascal
Biology,What is the name of the chemical that carries signals between neurons in the brain?,Neurotransmitter,Hormone,Adrenaline,Serotonin
Geology,What is the term for the process by which a solid changes into a gas without becoming a liquid first?,Sublimation,Evaporation,Condensation,Freezing
Chemistry,What is the state of matter in which the molecules have the most energy?,Plasma,Gas,Liquid,Solid
Botany,What is the name of the female reproductive part of a flower?,Pistil,Stamen,Sepal,Petal
Biology,What does DNA stand for?,Deoxyribonucleic Acid,Ribonucleic Acid, Deoxyribose Nucleotide Acid,Ribose Nucleotide Acid
Biology,What is the function of the parathyroid gland?,Regulate calcium levels,Digest food,Transport oxygen,Produce insulin
Geology,What is the study of the physical properties of rocks and minerals?,Mineralogy,Geophysics,Petrology,Sedimentology
Biology,What is the organ that produces bile?,Liver,Pancreas,Gallbladder,Spleen
Biology,What is the process by which cells replicate?,Mitosis,Meiosis,Prophase,Interphase
Chemistry,Which gas is produced when an acid is mixed with a metal?,Hydrogen,Oxygen,Nitrogen,Carbon Dioxide
Physics,What is the formula for electric power in circuits with resistance?,P=I^2R,P=IV,P=I/V,R=IV
Physics,What is the name of the force that resists motion between two surfaces in contact?,Friction,Tension,Weight,Gravity
Physics,What is the definition of interference?,The combination of two or more waves that results in a new wave,Mass times velocity,Force times velocity,Displacement over time
Geology,What is the name of the process by which rock is transformed into a new type of rock through heat and pressure?,Metamorphism,Melting,Crystallization,Erosion
Astronomy,What is the name of the process by which a star enters its red giant phase?,Helium flash,Hydrogen fusion,Carbon fixation,Nuclear fission
Biology,What is the process by which blood clots when you get a cut?,Coagulation,Digestion,Respiration,Fermentation
Physics,What law states that the pressure of a gas increases as its volume decreases and vice versa| at a constant temperature?,Boyle's Law,Charles's Law,Ohm's Law,Newton's Third Law
Physics,What is the ability to do work called?,Energy,Power,Force,Acceleration
Ecology,What is the process by which water returns to the atmosphere from plant leaves called?,Transpiration,Evaporation,Sublimation,Condensation
Biology,What is the name of the process by which cells convert glucose into energy?,Glycolysis,Photosynthesis,Fermentation,Digestion
Chemistry,What is the pH scale used to measure?,Acidity,Temperature,Density,Pressure
Biology,What process does oxygen undergo at the cellular level?,Oxidation,Reduction,Photosynthesis,Fermentation
Chemistry,Which gas is not a noble gas?,Oxygen,Argon,Helium,Neon
Geology,What is the name of the theory that explains the movement of tectonic plates?,Plate tectonics,Continental drift,Seafloor spreading,Volcanic activity
Biology,What is the name of the molecule that stores genetic information?,DNA,RNA,ATP,Amino acids
Geology,What type of rock is formed from magma?,Igneous,Metamorphic,Sedimentary,Granite
Biology,What is the name of the circular muscle that separates the chest cavity from the abdominal cavity?,Diaphragm,Sphincter,Esophagus,Trachea
Geology,What type of rock is formed by the compaction and cementation of sediment?,Sedimentary rock,Igneous rock,Metamorphic rock,Molten rock
Biology,What is the function of the pancreatic islets?,Regulate blood sugar levels,Digest food,Transport oxygen,Produce insulin
Chemistry,Which element has the symbol Hg?,Mercury,Iron,Gold,Silver
Astronomy,What is the name of the process by which a star dies in a massive explosion?,Supernova,Nebula,Black hole,White dwarf
Physics,What is Newton's First Law of Motion?,"An object at rest will stay at rest, and an object in motion will stay in motion at a constant velocity, unless acted upon by an external force",Force equals mass times acceleration,For every action there is an equal and opposite reaction,None of the above
Biology,What is DNA?,A molecule that carries genetic information,A hormone that regulates growth,A protein that provides structure to cells,A chemical that controls metabolism
Biology,What is the process by which green plants make their own food?,Photosynthesis,Respiration,Digestion,Excretion
Biology,Which part of the brain controls our thoughts| actions| and emotions?,Cerebrum,Cerebellum,Brain Stem,Thalamus
Chemistry,What element has the chemical symbol Na?,Sodium,Nitrogen,Neon,Nickel
Biology,What is the name of the sac that stores bile in the body?,Gallbladder,Pancreas,Liver,Small intestine
Chemistry,What is the name for the type of chemical reaction that absorbs energy?,endothermic reaction,exothermic reaction,oxidation-reduction reaction,acid-base neutralization reaction
Geology,What type of rock is formed from the evaporation of water| leaving behind minerals?,Sedimentary,Igneous,Metamorphic,None of the above
Biology,What is the name of the protein found in hair and nails?,Keratin,Collagen,Elastin,Actin
Biology,Which of the following is the stage of mitosis during which chromosomes line up at the equator of the spindle?,Metaphase,Prophase,Anaphase,Telophase
Biology,What is the function of the peroxisomes?,To remove toxic substances,To generate energy,To synthesize proteins,To store DNA
Biology,What type of cells does photosynthesis occur in?,Plant cells,Animal cells,Bacterial cells,Fungal cells
Geology,What is the name of the type of rock that is formed from the accumulation of broken pieces of other rocks?,Sedimentary,Igneous,Metamorphic,Rock Salt
Chemistry,What is a pH of 7 considered?,Neutral,Acidic,Basic,Alkaline
Chemistry,What gas is necessary for respiration in most living things?,Oxygen,Nitrogen,Carbon Dioxide,Methane
Physics,What type of lens is a magnifying glass?,Convex lens,Concave lens,Prism,Cylindrical lens
Physics,What is the force that pulls objects towards the center of the Earth called?,Gravity,Friction,Magnetism,Electromagnetism
Chemistry,What is the process of changing a solid into a gas without passing through the liquid state called?,Sublimation,Vaporization,Condensation,Deposition
Biology,What are the tiny air sacs in the lungs called?,Alveoli,Bronchioles,Larynx,Trachea
Biology,Which substance makes up the majority of a cell's membrane?,Phospholipids,Proteins,Carbohydrates,Cholesterol
Botany,What is the female part of a flower called?,Pistil,Stamen,Sepal,Petal
Physics,What is the force that causes objects to repel each other if they have the same charge?,Electric force,Magnetic force,Gravity,Friction
Chemistry,What type of reaction occurs when two or more substances combine to form a new compound?,Synthesis,Decomposition,Combustion,Neutralization
Chemistry,What is the process of converting a solid directly to a gas called?,Sublimation,Evaporation,Melting,Condensation
Physics,What is the formula for centripetal acceleration due to gravity?,ac = GM/r²,P = W/t,F = ma,W = Fd
Computer Science,What is the name of the programming language that is used to create web pages and applications?,HTML,Java,Python,C++
Physics,What is the formula for calculating resistance in an electrical circuit?,Resistance = Voltage / Current,Resistance = Current / Voltage,Resistance = Power / Current,Resistance = Time x Current
Biology,What are the four types of macromolecules?,"Carbohydrates, Lipids, Proteins, Nucleic Acids","Sugars, Fats, Amino acids, Vitamins","Cellulose, Starch, Enzymes, DNA","Phospholipids, Hormones, Glycogen, Peptides"
Biology,What is the term for the creation of a new organism by combining genetic material from two different individuals?,Sexual reproduction,Asexual reproduction,Fertilization,Pollination
Biology,What is the largest organ in the human circulatory system?,Heart,Arteries,Veins,Capillaries
Physics,What is the formula for calculating force of gravity?,Force of Gravity = (G x Mass₁ x Mass₂)/Distance²,Force of Gravity = Mass x Acceleration,Force of Gravity = Pressure x Area,Force of Gravity = Energy/Voltage x Distance
Chemistry,What is the molecular formula for oxygen?,O2,CO2,H2O,C6H12O6
Earth Science,What is the layer of the atmosphere where weather occurs?,Troposphere,Stratosphere,Mesosphere,Thermosphere
Physics,What is Newton's second law?,F = m * a,Every action has an equal and opposite reaction,"Energy cannot be created or destroyed, only transformed from one form to another",The force of an object is directly proportional to its acceleration
Biology,What is the term for the variety of different species that exist on Earth?,Biodiversity,Ecology,Ecosystem,Population
Chemistry,What is the term for a substance that releases hydrogen ions in water?,Acid,Base,Salt,Neutral
Chemistry,What is the most reactive metal?,Potassium,Sodium,Lithium,Magnesium
Chemistry,What is the process by which a solid turns into a gas without going through a liquid phase?,Sublimation,Condensation,Vaporization,Evaporation
Chemistry,What is the term used to describe the amount of matter in a given volume?,Density,Mass,Weight,Volume
Chemistry,What is the name of the particle that carries a negative charge?,Electron,Proton,Neutron,Photon
Physics,What is the force that causes objects to experience a force due to their electric charge?,Electric force,Magnetic force,Gravity,Friction
Biology,What is the function of the immune system?,To defend against pathogens,To produce hormones,To circulate blood,To digest food
Physics,What is the definition of momentum?,Mass times velocity,Force times velocity,Displacement over time,Energy in a given direction
Biology,What is the name of the tough| fibrous protein that makes up hair and nails?,Keratin,Collagen,Elastin,Fibrin
Biology,What is the function of the cell wall in a plant cell?,Provides support and structure,Energy production,Protein synthesis,Waste elimination
Biology,What is the powerhouse of a cell?,Mitochondria,Golgi Apparatus,Lysosome,Endoplasmic Reticulum
Chemistry,What is the symbol for iron on the periodic table?,Fe,Ni,Cu,Zn
Physics,What is the unit of magnetic field strength?,Tesla,Watt,Ohm,Meter
Biology,Which of the following is NOT one of the basic tastes detected by the human tongue?,Umami,Sour,Sweet,Spicy
Biology,What is the fluid that circulates through the body in blood vessels and carries oxygen and nutrients to cells and waste products away from cells?,Blood,Lymph,Plasma,Cerebrospinal fluid
Physics,What kind of electromagnetic radiation has the longest wavelength?,Radio waves,Microwaves,Infrared,Visible light
Astronomy,What is the name of the galaxy in which we live?,Milky Way,Andromeda,Sombrero,Pinwheel
Astronomy,What is the name of the biggest asteroid in our Solar System?,Ceres,Vesta,Pallas,Hygiea
Biology,What is the function of the musculoskeletal system?,To provide support and movement,To transport blood and nutrients throughout the body,To produce and release hormones,To filter waste and impurities
Chemistry,"Which element has the symbol ""Na""?",Sodium,Nitrogen,Carbon,Neon
Biology,What is the process by which plants make energy?,Photosynthesis,Cellular respiration,Fermentation,Digestion
Earth Science,What is the name of the type of rock that forms from cooling magma or lava?,Igneous,Sedimentary,Metamorphic,Basaltic
Biology,What is the process by which green plants and some other organisms use sunlight to synthesize foods with the help of chlorophyll?,Photosynthesis,Respiration,Fermentation,Digestion
Physics,What is the term for the resistance of an object to changes in its rotational motion?,Moment of inertia,Angular momentum,Angular velocity,Angular acceleration
Psychology,What is the name of the theory that suggests we are motivated by our need to fulfill certain basic physiological needs?,Maslow's hierarchy of needs,Drive reduction theory,Cannon-Bard theory,Two-factor theory
Meteorology,What is the term used to describe the process by which water vapor in the atmosphere turns into liquid water?,Condensation,Evaporation,Sublimation,Transpiration
Astronomy,Which planet in our solar system has the most moons?,Jupiter,Saturn,Mars,Venus
Geology,What is the term for the theory that Earth's outer shell is broken into plates that move and interact with each other?,Plate tectonics,Erosion,Weathering,Volcanism
Physics,What is the velocity formula?,Velocity = distance/time,Velocity = time/distance,Velocity = force/mass,Velocity = mass/force
Physics,What is the law that states that energy cannot be created or destroyed| only transformed from one form to another?,The law of conservation of energy,Newton's law of gravitation,The second law of thermodynamics,The principle of least action
Geology,What type of rock is formed from heat and pressure?,Metamorphic,Sedimentary,Igneous,Basalt
Chemistry,What is the name for a substance that has a pH less than 7?,Acid,Base,Alkali,Neutral
Biology,Which of the following is NOT a type of blood cell?,Neurons,Red,White,Platelets
Chemistry,What is the name of the process when a liquid turns directly into a gas| without passing through a solid phase?,Boiling,Evaporation,Sublimation,Condensation
Chemistry,Which of the following elements is a metal?,Iron,Oxygen,Nitrogen,Helium
Physics,What is the formula for calculating time taken?,Time taken = distance ÷ velocity,Time taken = energy ÷ power,Time taken = force ÷ acceleration,Time taken = work ÷ power
Physics,What is the law of electric charges?,"Like charges repel, opposite charges attract","Like charges attract, opposite charges repel",All charges attract each other,None of the above
Physics,What is the law of universal gravitation?,Every object in the universe is attracted to every other object with a force that is directly proportional to the product of their masses and inversely proportional to the square of the distance between their centers,"The rate of change of momentum of a body is directly proportional to the force applied, and takes place in the direction in which the force is applied",For every action there is an equal and opposite reaction,"An object at rest will stay at rest, and an object in motion will stay in motion at a constant velocity, unless acted upon by an external force"
Chemistry,What element has the symbol C?,Carbon,Calcium,Cesium,Chlorine
Chemistry,What is the process of a solid changing directly to a gas called?,Sublimation,Evaporation,Condensation,Melting
Astronomy,What is a meteorite?,A piece of rock or metal that has fallen to Earth from space,"A small, icy body that orbits the sun",A rocky planet,None of the above
Anatomy,What is the name for the flexible tissue found at the end of bones?,Cartilage,Tendon,Ligament,Muscle
Astronomy,What is the name of the galaxy we live in?,Milky Way,Andromeda,Black Eye,Whirlpool
Physics,What is the unit of measurement for resistance?,Ohm,Ampere,Volt,Watt
Chemistry,What is the name of the process when a gas turns directly into a solid?,Deposition,Sublimation,Condensation,Melting
Physics,What is the name for a wave that vibrates in the same direction as the direction in which it is traveling?,Longitudinal wave,Transverse wave,Sound wave,Electromagnetic wave
Biology,What is the powerhouse of the cell called?,Mitochondria,Golgi Apparatus,Lysosome,Endoplasmic Reticulum
Biology,What is the smallest unit of life?,Cell,Atom,Molecule,Organism
Physics,Which of the following is a measure of how much force is applied to a certain area?,Pressure,Temperature,Volume,Density
Chemistry,What is the most abundant gas in our atmosphere?,Nitrogen,Oxygen,Carbon dioxide,Argon
Geology,What type of rock is formed from the alteration of existing rock through mechanical forces| such as pressure or friction?,Fault breccia,Mylonite,Quartzite,Arkose
Geology,What is the name of the type of rock that forms from the alteration of other rocks by heat and pressure?,Metamorphic,Sedimentary,Igneous,Granite
Botany,What is the name for a plant that loses its leaves in the fall?,Deciduous,Evergreen,Annual,Perennial
Physics,What is the definition of diffraction?,The bending of waves around a barrier or through an opening,Mass times velocity,Force times velocity,Displacement over time
Biology,Which of the following is the fluid that surrounds the cells in many eukaryotic organisms?,Interstitial fluid,Lymph,Blood plasma,Cerebrospinal fluid
Chemistry,What is the name of the process by which a gas changes into a liquid?,Condensation,Evaporation,Sublimation,Deposition
Earth Science,What is the process by which rocks are moved from one place to another?,Erosion,Weathering,Melting,Solidifying
Biology,Which of the following is NOT a type of muscle tissue?,Cartilage,Smooth,Cardiac,Skeletal
Biology,What is the name of the process by which animals break down complex molecules for energy?,Cellular respiration,Photosynthesis,Reproduction,Digestion
Physics,What is the definition of a black hole?,"A region in space with a gravitational pull so strong that nothing, not even light, can escape",A region in space with no gravitational pull,A region in space with a weak gravitational pull,A region in space with a strong magnetic field
Biology,What is the primary function of the lungs?,To absorb oxygen and remove carbon dioxide,To filter the blood,To produce bile,To secrete insulin
Biology,What is the name for the process by which DNA is transcribed into RNA?,Transcription,Replication,Translation,Mutation
Astronomy,What is the name for a small| icy body that orbits the sun?,Comet,Asteroid,Meteor,Meteorite
Chemistry,What is the name of the process where a liquid turns into a gas?,Vaporization,Condensation,Freezing,Melting
Chemistry,What is the formula for calcium carbonate?,CaCO3,CaO,CaSO4,CaCl2
Chemistry,What is the difference between a proton and a neutron?,A proton has a positive charge and a neutron has no charge,A neutron has a positive charge and a proton has no charge,A proton and a neutron have the same charge,A proton and a neutron have opposite charges
Physics,What is the equation for calculating momentum?,P=mv,M=pf,F=ma,W=Fd
Biology,What process produces sex cells?,Mitosis,Meiosis, Photosynthesis,Respiration
Geology,What is the process by which magma or lava cools and solidifies?,Solidification,Erosion,Weathering,Metamorphism
Geology,What is the term used to describe the bending and tilting of rock layers due to pressure?,Deformation,Erosion,Deposition,Weathering
Physics,Which of the following is a measure of how much work is done in moving an object a certain distance?,Work,Power,Energy,Potential energy
Physics,What is the name of the law that states that the pressure of a gas is directly proportional to its temperature in Kelvin?,Gay-Lussac's Law,Boyle's Law,Charles' Law,Avogadro's Law
Chemistry,What is the term for a solution with a pH greater than 7?,Basic,Acidic,Neutral,Aqueous
Chemistry,Which gas is used in light bulbs?,Argon,Helium,Neon,Krypton
Biology,What is the name for the process by which cells use oxygen to produce energy?,Cellular Respiration,Photosynthesis,Fermentation,Digestion
Geology,What is the name of the process by which rocks are moved from one location to another?,Erosion,Weathering,Deposition,Subduction
Physics,What is the equation for calculating acceleration?,a=(Vf - Vi)/t,a=F/m,a=P/t,a=Wt
Physics,What type of force causes objects to float in water?,Buoyant force,Electromagnetic force,Weak force,Strong force
Earth Science,What is the process by which water changes from a gas to a liquid?,Condensation,Evaporation,Precipitation,Transpiration
Geology,What process is responsible for the movement of tectonic plates?,Plate tectonics,Erosion,Weathering,Deposition
Astronomy,What is the name of the next nearest galaxy to our Milky Way?,Andromeda,Orion,Leo,Aries
Biology,What is the name of the structure that carries messages between neurons?,Synapse,Axon,Dendrite,Myelin Sheath
Chemistry,What is the name of the compound CO2?,Carbon Dioxide,Carbon Monoxide,Chlorine dioxide,Hydrogen Sulfide
Ecology,What is the name of the process where glucose is broken down in the presence of oxygen to release energy?,Cellular respiration,Photosynthesis,Fermentation,Transpiration
Geology,What type of rock is formed from sediment that is deposited and compacted over time?,Sedimentary,Igneous,Metamorphic,Volcanic
Biology,What is the main function of the mitochondria in the cell?,Produce energy,Produce proteins,Package and distribute proteins,Store and transport nutrients
Biology,What is the name for an organism that cannot produce its own food?,Heterotroph,Autotroph,Omnivore,Herbivore
Biology,What is the function of the cardiovascular system?,To circulate blood,To regulate blood sugar levels,To produce hormones,To filter waste from the blood
Physics,What is the SI unit of electric charge?,Coulomb,Ampere,Volt,Ohm
Physics,What is the formula for calculating momentum?,Momentum = Mass x Velocity,Momentum = Force x Time,Momentum = Velocity/Time,Momentum = Work/Time
Geology,What is the process whereby rocks are broken down by physical or chemical means?,Weathering,Erosion,Deposition,Compaction
Astronomy,What is the name of the first man to walk on the Moon?,Neil Armstrong,Buzz Aldrin,Michael Collins,Yuri Gagarin
Physics,What is the formula for calculating work done on an object?,Work = Force x Distance x Cosine(θ),Work = Mass x Velocity,Work = Power x Time,Work = Force x Acceleration
Biology,What is the name of the process by which a single cell divides into two identical daughter cells?,Mitosis,Meiosis,Fertilization,Ejaculation
Chemistry,What is the atomic number of iron?,26,40, 12,30
Physics,What is the primary law of thermodynamics?,Energy cannot be created or destroyed,Heat flows from hot to cold,All objects in motion remain in motion,"For every action, there is an equal and opposite reaction"
Biology,What is the genetic material that carries the instructions for the development and function of living things?,DNA,RNA,Protein,Lipid
Chemistry,What element has the atomic number 1?,Hydrogen,Oxygen,Carbon,Nitrogen
Biology,What is the process by which animals exchange gases with their environment?,Respiration,Digestion,Fermentation,Photosynthesis
Zoology,What is the name for animals that give birth to live young?,Mammals,Reptiles,Birds,Fish
Biology,What is the function of the skeletal system in the human body?,To provide support and protection,To filter blood,To transport oxygen,To regulate body temperature
Chemistry,What type of bond is formed when one atom gains or loses electrons?,Ionic,Covalent,Hydrogen,Van der Waals
Geology,What type of rock is formed by the cooling and solidification of lava above ground?,Extrusive igneous,Intrusive igneous,Metamorphic,Sedimentary
Biology,What is the term for a change in DNA that is passed from parent to offspring?,Mutation,Allele,Phenotype,Genotype
Biology,What is the process by which DNA is turned into RNA?,Transcription,Replication,Translation,Mutation
Chemistry,What is the term for a substance that cannot be broken down chemically into simpler substances?,Element,Molecule,Compound,Ion
Biology,What is the process of a cell dividing into two daughter cells called?,Mitosis,Meiosis,Replication,Translation
Biology,What is the name of the waste product produced by the kidneys?,Urea,Carbon dioxide,Sweat,Saliva
Chemistry,Which of the following is a bond that results from the sharing of electrons between atoms?,Covalent bond,Ionic bond,Hydrogen bond,Van der Waals forces
Biology,What is the name of the process by which sperm are made?,Spermatogenesis,Meiosis,Mitosis,Oogenesis
Biology,What is the main site of protein synthesis in a eukaryotic cell?,Ribosome,Endoplasmic reticulum,Nucleus,Mitochondria
Chemistry,What is the name for a type of bond in which electrons are free to move throughout the material?,metallic bond,ionic bond,covalent bond,hydrogen bond
Biology,What is the part of the plant that carries water and nutrients?,Xylem,Phloem,Stamen,Pistil
Physics,What is the law that states that the volume of a gas is directly proportional to its temperature at a constant pressure?,Charles's Law,Boyle's Law,Gay-Lussac's Law,Avogadro's Law
Physics,What is the momentum of an object with mass 2 kg moving at a velocity of 3 m/s?,6 kg⋅m/s,2 kg⋅m/s,3 kg⋅m/s,5 kg⋅m/s
Chemistry,What type of bond is formed when atoms share electrons?,Covalent,Ionic,Hydrogen,Carbon
Meteorology,What is the term used to describe the layer of the Earth's atmosphere where weather occurs?,Troposphere,Stratosphere,Mesosphere,Thermosphere
Biology,What is the function of the reproductive system?,Reproduce offspring,Regulate hormones,Transport blood,Exchange gases
Biology,What is the name for a molecule that contains genetic information?,DNA,RNA,Protein,Carbohydrate
Earth Science,What type of cloud is tall and cylindrical| often associated with thunderstorms?,Cumulonimbus,Cirrus,Stratus,Cumulus
Biology,What is the name of the hormone that regulates sleep?,Melatonin,Insulin,Glucagon,Adrenaline
Biology,Which of these is not an organ of the digestive system?,Lungs,Stomach,Liver,Small intestine
Physics,What is the term for the force exerted on an object due to its mass and acceleration?,Force,Momentum,Work,Kinetic energy
Chemistry,Which element does the symbol Fe represent?,Iron,Iodine,Fluorine,Indium
Chemistry,Which element does the symbol Au represent?,Gold,Gallium,Germanium,Arsenic
Biology,Which of the following is a characteristic of a bird?,Has feathers,Lays eggs,Cold-blooded,Gives birth to live young
Physics,What is the formula for period of a pendulum?,T = 2*pi*sqrt(L/g),T = m*L,T = F*L,T = k*L
Chemistry,What is the measure of the acidity or basicity of a solution?,pH,Concentration,Molarity,Weight
Biology,What is the name of the valve that separates the right atrium from the right ventricle?,Tricuspid,Bicuspid,Aortic,Pulmonary
Microbiology,What type of microorganisms are responsible for causing pneumonia?,Bacteria,Virus,Fungi,Protozoa
Astronomy,What is the name of the planet with the most moons?,Jupiter,Saturn,Uranus,Neptune
Physics,What is the term for the energy of position or configuration?,Potential energy,Kinetic energy,Thermal energy,Electrical energy
Biology,What is the name of the hormone that regulates the body's response to stress?,Cortisol,Epinephrine,Norepinephrine,Testosterone
Biology,What is the name of the part of the brain that controls balance and coordination?,Cerebellum,Cerebrum,Medulla oblongata,Hypothalamus
Biology,Which gas do plants release during photosynthesis?,Oxygen,Carbon Dioxide,Nitrogen,Hydrogen
Biology,What is the process by which the body eliminates waste?,Excretion,Digestion,Respiration,Photosynthesis
Biology,What is the function of the muscular system?,Generate movement,Exchange gases,Pump blood,Digest food
Physics,What is the unit of measurement for force?,Newton,Watt,Joule,Ampere
Biology,What is the genetic material that carries traits from parent to offspring?,DNA,RNA,Proteins,Carbohydrates
Physics,What is the name of the force that pulls all objects toward each other?,Gravity,Friction,Tension,Acceleration
